# generated_at: 2026-05-15T12:15:02Z, dataset_version: v202605151210, source: internetinmyanmar.com/data
asn,isp_name,started_at,ended_at,duration_minutes,min_visibility_pct,resolved
AS133440,STIGW-AS-AP ST.Net,2026-04-17T01:03:24Z,2026-04-17T01:32:29Z,29,0.0,True
AS134976,MATL-AS-AP Myint & Associates Telecommunications Ltd,2026-04-17T01:03:24Z,2026-04-17T01:32:30Z,29,0.0,True
AS149855,AS-AGBC AGB Communication Co.,2026-04-17T01:03:27Z,2026-04-17T01:32:33Z,29,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-17T01:31:34Z,2026-04-17T02:01:17Z,29,0.0,True
AS134714,ETPCL-AS-AP Elite Telecom Public Company Limited,2026-04-17T01:31:34Z,2026-04-17T02:01:18Z,29,0.0,True
AS135111,AML-AS-AP Asia Mega Link,2026-04-17T01:33:01Z,2026-04-17T02:02:37Z,29,0.0,True
AS149521,FLC-AS-AP Fiber Life Internet,2026-04-17T02:31:22Z,2026-04-17T03:01:08Z,29,0.0,True
AS139822,GNE-AS-MM GNE Company Limited,2026-04-17T02:31:26Z,2026-04-17T03:01:12Z,29,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-17T02:31:43Z,2026-04-17T03:01:15Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-17T02:45:22Z,2026-04-17T02:50:04Z,4,0.0,True
AS136229,TCLC-AS-AP Treasure Chindwin Land Co.,2026-04-17T05:01:26Z,2026-04-17T05:31:29Z,30,0.0,True
AS139711,KBZBANK-AS-AP KANBAWZA BANK LIMITED,2026-04-17T05:33:00Z,2026-04-17T06:03:11Z,30,0.0,True
AS140617,TPTNET-AS-AP THAN PHYO THU MINING COMPANY LIMITED,2026-04-17T06:33:16Z,2026-04-17T07:02:34Z,29,0.0,True
AS151482,MKTN-AS-AP MKTN ENGINEERING GROUP COMPANY LIMITED,2026-04-17T07:03:18Z,2026-04-17T07:32:39Z,29,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-17T07:32:11Z,2026-04-17T08:02:40Z,30,0.0,True
AS151965,HATG-AS-AP Hepta Alliance Technology Group,2026-04-17T07:32:27Z,2026-04-17T08:02:51Z,30,0.0,True
AS141015,MYANMARLINK-AS-AP Myanmar Link Telecommunication Ltd,2026-04-17T09:03:03Z,2026-04-17T09:31:44Z,28,0.0,True
AS152329,AKNCL-AS-AP Aon Kham Network Company Limited,2026-04-17T09:03:40Z,2026-04-17T09:32:03Z,28,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-17T09:04:57Z,2026-04-17T09:32:32Z,27,0.0,True
AS135589,IMNCL-AS-AP Internet Maekhong Network Company Limited,2026-04-17T09:05:14Z,2026-04-17T09:32:36Z,27,0.0,True
AS45558,MPT-MM-AS-AP MYANMA POSTS AND TELECOMMUNICATIONS,2026-04-17T09:33:13Z,2026-04-17T10:03:39Z,30,0.0,True
AS136617,FTCL-AS-AP Fortune Telecom Company Limited,2026-04-17T10:03:13Z,2026-04-17T10:33:37Z,30,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-17T10:45:23Z,2026-04-17T10:50:05Z,4,0.0,True
AS139822,GNE-AS-MM GNE Company Limited,2026-04-17T11:01:40Z,2026-04-17T11:31:32Z,29,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-17T11:02:01Z,2026-04-17T11:31:34Z,29,0.0,True
AS151783,ERU-AS-AP EASTERN ROYAL UNICOM ERU TECHNOLOGY COMPANY LIMITED,2026-04-17T11:02:47Z,2026-04-17T11:32:04Z,29,0.0,True
AS149038,UCGCL-AS-AP UNIQUE COMM GROUP COMPANY LIMITED,2026-04-17T11:31:32Z,2026-04-17T20:01:21Z,509,0.091,True
AS136210,ITSPECTRUM-AS-AP IT Spectrum Company Limited,2026-04-17T12:01:33Z,2026-04-17T12:31:11Z,29,0.0,True
AS150159,BDCL-AS-AP BRAINWAVE DATA COMPANY LIMITED,2026-04-17T12:02:08Z,2026-04-17T12:31:46Z,29,0.0,True
AS63852,FMG-MM Myanmar Net,2026-04-17T12:03:21Z,2026-04-17T12:32:44Z,29,0.0,True
AS18399,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-17T12:04:24Z,2026-04-17T12:33:11Z,28,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-17T13:03:39Z,2026-04-17T13:33:55Z,30,0.0,True
AS134528,MPTCL-AS-AP MYANMAR PI TECHNOLOGY CO.,2026-04-17T13:04:09Z,2026-04-17T13:34:36Z,30,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-17T13:31:30Z,2026-04-17T14:01:38Z,30,0.0,True
AS136442,OCEANWAVE-AS-AP Ocean Wave Communication Co.,2026-04-17T13:32:46Z,2026-04-17T14:02:27Z,29,0.0,True
AS133384,GTCL-AS-AP Global Technology Co.,2026-04-17T13:33:08Z,2026-04-17T14:02:32Z,29,0.0,True
AS150797,GCL-AS-AP GIGA-NET,2026-04-17T13:33:44Z,2026-04-17T14:02:43Z,28,0.0,True
AS150310,TMC-AS-AP Trustforce Myanmar Company Limited trading as Nationet,2026-04-17T13:34:10Z,2026-04-17T14:02:49Z,28,0.0,True
AS151965,HATG-AS-AP Hepta Alliance Technology Group,2026-04-17T13:35:02Z,2026-04-17T14:03:08Z,28,0.0,True
AS138166,MTATCL-AS-AP MaxxB Fiber Internet,2026-04-17T13:35:28Z,2026-04-17T14:03:15Z,27,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-17T14:03:47Z,2026-04-17T14:33:43Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-17T14:32:37Z,2026-04-17T15:01:39Z,29,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-17T14:50:29Z,2026-04-17T14:55:09Z,4,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-17T15:02:23Z,2026-04-17T15:33:19Z,30,0.0,True
AS139822,GNE-AS-MM GNE Company Limited,2026-04-17T15:31:51Z,2026-04-17T16:01:41Z,29,0.0,True
AS150285,LMHCC-AS-AP Long Mao Home Center Co.ltd.,2026-04-17T16:03:03Z,2026-04-17T16:33:05Z,30,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-17T16:04:01Z,2026-04-17T16:33:47Z,29,0.0,True
AS139692,CHEN-AS-AP CHEN GUANG COMPANY LIMITED,2026-04-17T16:34:16Z,2026-04-17T17:03:46Z,29,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-17T16:34:32Z,2026-04-17T17:03:48Z,29,0.0,True
AS135149,MTGCL-AS-AP Myanmar Technology Gateway Co.,2026-04-17T16:35:13Z,2026-04-17T17:04:19Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-17T16:55:20Z,2026-04-17T17:01:45Z,6,0.0,True
AS140091,SHWE-AS-AP SHWE MAHAR MAE KHONG INDUSTRIAL COMPANY LIMITED,2026-04-17T17:03:18Z,2026-04-17T17:32:18Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-17T17:25:21Z,2026-04-17T17:31:14Z,5,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-17T17:32:59Z,2026-04-17T18:03:31Z,30,0.0,True
AS139704,AS-AGBC AGB Communication Co.,2026-04-17T18:03:51Z,2026-04-17T18:33:16Z,29,0.0,True
AS140552,CBBANK-AS-AP Co-operative Bank Public Company Limited,2026-04-17T18:32:23Z,2026-04-17T19:01:58Z,29,0.0,True
AS136465,INFORMATIONTECHNOLOGYCYBERSECURITY-AS-AP Dept. of Information Technology & Cyber Security,2026-04-17T19:02:08Z,2026-04-17T19:33:08Z,31,0.0,True
AS139704,AS-AGBC AGB Communication Co.,2026-04-17T19:03:10Z,2026-04-17T19:33:47Z,30,0.0,True
AS136789,LOTUS-AS-AP LOTUS MUDRA COMPANY LIMITED,2026-04-17T19:32:04Z,2026-04-17T20:01:33Z,29,0.0,True
AS137826,ASTCL-AS-AP AST SYSTEM TECHNOLOGY COMPANY LIMITED,2026-04-17T19:32:19Z,2026-04-17T20:01:34Z,29,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-17T19:40:27Z,2026-04-17T19:45:07Z,4,0.0,True
AS134105,STLMC-AS-AP Shwe Than Lwin Media Co.,2026-04-17T21:33:11Z,2026-04-17T22:04:41Z,31,0.0,True
AS139058,TACHILEIKNET-AS-AP TCL Net,2026-04-17T22:03:37Z,2026-04-17T22:32:11Z,28,0.0,True
AS151482,MKTN-AS-AP MKTN ENGINEERING GROUP COMPANY LIMITED,2026-04-17T22:04:34Z,2026-04-17T22:32:37Z,28,0.0,True
AS151802,FSAS-AS-MM FIND SOLUTION AND SERVICES CO.,2026-04-17T23:33:08Z,2026-04-18T00:02:43Z,29,0.0,True
AS141199,CLPC-AS-AP Century Link Plus,2026-04-18T00:03:50Z,2026-04-18T00:32:32Z,28,0.0,True
AS137424,ISMC-AS-AP Integral Solutions Myanmar Co.,2026-04-18T01:31:58Z,2026-04-18T02:02:03Z,30,0.0,True
AS152634,WCCCOMPANYLIMITED-AS-AP Goal Link ISP,2026-04-18T02:01:33Z,2026-04-18T02:31:26Z,29,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-18T02:02:54Z,2026-04-18T02:32:28Z,29,0.0,True
AS149038,UCGCL-AS-AP UNIQUE COMM GROUP COMPANY LIMITED,2026-04-18T03:01:46Z,2026-04-18T11:31:17Z,509,0.0,True
AS131322,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-18T03:32:16Z,2026-04-18T04:02:30Z,30,0.0,True
AS140091,SHWE-AS-AP SHWE MAHAR MAE KHONG INDUSTRIAL COMPANY LIMITED,2026-04-18T03:32:46Z,2026-04-18T04:02:52Z,30,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-18T03:32:49Z,2026-04-18T04:03:05Z,30,0.0,True
AS152447,MMCL-AS-AP My Mandalay Company Limited,2026-04-18T03:33:01Z,2026-04-18T04:03:22Z,30,0.0,True
AS141704,GALAXIANET-AS-AP Galaxia @ Net,2026-04-18T03:33:02Z,2026-04-18T04:03:38Z,30,0.0,True
AS132060,HANTHARNET-AS-AP Hanthar Net,2026-04-18T03:33:29Z,2026-04-18T04:04:18Z,30,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-18T04:01:45Z,2026-04-18T04:31:26Z,29,0.0,True
AS134528,MPTCL-AS-AP MYANMAR PI TECHNOLOGY CO.,2026-04-18T04:03:37Z,2026-04-18T04:32:46Z,29,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-18T04:04:39Z,2026-04-18T04:33:28Z,28,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-18T04:40:35Z,2026-04-18T04:45:09Z,4,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-18T04:55:19Z,2026-04-18T05:01:30Z,6,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-18T05:32:40Z,2026-04-18T06:02:57Z,30,0.0,True
AS153790,AMCL-AS-AP ADS Myanmar Company Limited,2026-04-18T06:31:34Z,2026-04-18T07:01:48Z,30,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-18T06:55:30Z,2026-04-18T07:02:06Z,6,0.0,True
AS152634,WCCCOMPANYLIMITED-AS-AP Goal Link ISP,2026-04-18T08:31:20Z,2026-04-18T09:01:12Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-18T09:10:20Z,2026-04-18T09:15:08Z,4,0.0,True
AS133385,ATOMMYANMAR-AS-AP Atom Myanmar Limited,2026-04-18T09:32:11Z,2026-04-18T10:02:03Z,29,0.0,True
AS151826,FASTSPEED-AS-AP Fast Speed,2026-04-18T09:32:23Z,2026-04-18T10:02:12Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-18T10:40:11Z,2026-04-18T10:45:17Z,5,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-18T11:15:22Z,2026-04-18T11:20:04Z,4,0.0,True
AS150159,BDCL-AS-AP BRAINWAVE DATA COMPANY LIMITED,2026-04-18T12:01:42Z,2026-04-18T12:31:42Z,30,0.0,True
AS136177,YOMABANKLIMITED-AS-AP Yoma Bank Limited,2026-04-18T12:03:15Z,2026-04-18T12:33:55Z,30,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-18T14:02:26Z,2026-04-18T14:32:35Z,30,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-18T16:02:45Z,2026-04-18T16:32:35Z,29,0.0,True
AS136177,YOMABANKLIMITED-AS-AP Yoma Bank Limited,2026-04-18T16:03:33Z,2026-04-18T16:33:04Z,29,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-18T16:03:37Z,2026-04-18T16:33:05Z,29,0.0,True
AS139206,PAMEL-AS-AP Pan Asia Majestic Eagle Ltd,2026-04-18T16:32:50Z,2026-04-18T17:03:03Z,30,0.0,True
AS135300,MBTCL-AS-AP Myanmar Broadband Telecom Co.,2026-04-18T17:01:43Z,2026-04-18T17:31:17Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-18T17:02:07Z,2026-04-18T17:31:34Z,29,0.0,True
AS142126,SCSKMYANMARLTD-AS SCSK Myanmar Ltd,2026-04-18T19:32:27Z,2026-04-18T20:02:10Z,29,0.0,True
AS139206,PAMEL-AS-AP Pan Asia Majestic Eagle Ltd,2026-04-18T21:32:45Z,2026-04-18T22:02:43Z,29,0.0,True
AS137826,ASTCL-AS-AP AST SYSTEM TECHNOLOGY COMPANY LIMITED,2026-04-18T22:01:21Z,2026-04-18T22:31:17Z,29,0.0,True
AS134976,MATL-AS-AP Myint & Associates Telecommunications Ltd,2026-04-18T23:32:52Z,2026-04-19T00:02:17Z,29,0.0,True
AS131322,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-19T00:31:56Z,2026-04-19T01:01:55Z,29,0.0,True
AS151802,FSAS-AS-MM FIND SOLUTION AND SERVICES CO.,2026-04-19T01:01:54Z,2026-04-19T01:31:41Z,29,0.0,True
AS152329,AKNCL-AS-AP Aon Kham Network Company Limited,2026-04-19T03:02:04Z,2026-04-19T03:32:36Z,30,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-19T03:10:21Z,2026-04-19T03:15:06Z,4,0.0,True
AS137259,ILINK-AS-AP i-Link,2026-04-19T03:31:39Z,2026-04-19T04:01:09Z,29,0.0,True
AS133385,ATOMMYANMAR-AS-AP Atom Myanmar Limited,2026-04-19T03:32:34Z,2026-04-19T04:01:56Z,29,0.0,True
AS134528,MPTCL-AS-AP MYANMAR PI TECHNOLOGY CO.,2026-04-19T03:33:00Z,2026-04-19T11:32:24Z,479,0.003,True
AS150692,GD2CL-AS-AP Golden Dragon 2000,2026-04-19T04:31:36Z,2026-04-19T05:01:37Z,30,0.0,True
AS153777,MMC-AS-AP Mandalar Mandalay Company Limited,2026-04-19T04:31:37Z,2026-04-19T05:01:39Z,30,0.0,True
AS133433,ZPC-AS-AP ZOOM PLUS COMPANY LIMITED,2026-04-19T05:02:22Z,2026-04-19T05:32:00Z,29,0.0,True
AS137069,PICME-AS-AP POSCO INTERNATIONAL CORPORATION MYANMAR E&P OFFICE,2026-04-19T05:32:12Z,2026-04-19T06:02:32Z,30,0.0,True
AS135433,CGCL-AS-AP Connect Gateway Company Limited,2026-04-19T06:32:16Z,2026-04-19T07:02:03Z,29,0.0,True
AS135405,TMHTTWTL-AS-AP WELINK,2026-04-19T07:01:54Z,2026-04-19T07:31:42Z,29,0.0,True
AS136442,OCEANWAVE-AS-AP Ocean Wave Communication Co.,2026-04-19T07:01:55Z,2026-04-19T07:31:43Z,29,0.0,True
AS139003,TELCOSPEEDCOLTD-AS-AP Telcospeed,2026-04-19T14:02:01Z,2026-04-19T14:32:42Z,30,0.0,True
AS134736,NMCL-AS-AP NTT MYANMAR CO.,2026-04-19T14:31:43Z,2026-04-19T15:01:30Z,29,0.0,True
AS134739,AGBC-AS-AP AGB Communication Co.,2026-04-19T14:31:54Z,2026-04-19T15:01:32Z,29,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-19T14:33:15Z,2026-04-19T15:02:41Z,29,0.0,True
AS149855,AS-AGBC AGB Communication Co.,2026-04-19T14:33:16Z,2026-04-19T15:02:43Z,29,0.0,True
AS135149,MTGCL-AS-AP Myanmar Technology Gateway Co.,2026-04-19T14:34:18Z,2026-04-19T15:03:23Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-19T14:35:13Z,2026-04-19T14:40:05Z,4,0.0,True
AS139804,REDPALM-AS-AP RED PALM COMPANY LIMITED,2026-04-19T15:01:19Z,2026-04-19T15:31:07Z,29,0.0,True
AS131322,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-19T18:32:06Z,2026-04-19T19:01:54Z,29,0.0,True
AS18399,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-19T20:03:29Z,2026-04-19T20:32:52Z,29,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-19T20:33:11Z,2026-04-19T21:03:00Z,29,0.0,True
AS136255,TIMCL-AS-AP Telecom International Myanmar Co.,2026-04-19T22:31:37Z,2026-04-19T23:01:14Z,29,0.0,True
AS149487,MCLOCCL-AS-AP MOC COMPANY LIMITED,2026-04-19T22:33:12Z,2026-04-19T23:02:47Z,29,0.0,True
AS137955,MMIX-AS-AP Myanmar Internet Exchange,2026-04-19T23:31:41Z,2026-04-20T00:01:58Z,30,0.0,True
AS139692,CHEN-AS-AP CHEN GUANG COMPANY LIMITED,2026-04-19T23:32:35Z,2026-04-20T00:02:54Z,30,0.0,True
AS137888,BCM-AS-AP Bee Connect Myanmar Co.,2026-04-20T00:01:48Z,2026-04-20T00:31:24Z,29,0.0,True
AS136613,AYEYARWADYBANK-AS-AP Ayeyarwady Bank,2026-04-20T00:02:52Z,2026-04-20T00:32:15Z,29,0.0,True
AS133440,STIGW-AS-AP ST.Net,2026-04-20T02:02:23Z,2026-04-20T02:32:15Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-20T02:25:11Z,2026-04-20T02:31:15Z,6,0.0,True
AS138167,TRUENET-AS-AP TrueNET,2026-04-20T02:32:41Z,2026-04-20T03:02:42Z,30,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-20T03:32:40Z,2026-04-20T04:02:20Z,29,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-20T05:10:22Z,2026-04-20T05:15:18Z,4,0.0,True
AS138166,MTATCL-AS-AP MaxxB Fiber Internet,2026-04-20T06:02:58Z,2026-04-20T06:32:51Z,29,0.0,True
AS140617,TPTNET-AS-AP THAN PHYO THU MINING COMPANY LIMITED,2026-04-20T06:32:30Z,2026-04-20T07:02:18Z,29,0.0,True
AS150797,GCL-AS-AP GIGA-NET,2026-04-20T09:32:21Z,2026-04-20T10:02:25Z,30,0.0,True
AS136177,YOMABANKLIMITED-AS-AP Yoma Bank Limited,2026-04-20T09:33:38Z,2026-04-20T10:03:42Z,30,0.0,True
AS136780,MIHL-AS-AP MYANMAR INFORMATION HIGHWAY LIMITED,2026-04-20T10:01:37Z,2026-04-20T10:31:21Z,29,0.0,True
AS141236,MCDC-AS-AP Mandalay City Development Committee,2026-04-20T10:03:25Z,2026-04-20T10:32:45Z,29,0.0,True
AS142644,LINKFAST-AS-AP Link Fast Company Limited,2026-04-20T11:33:01Z,2026-04-20T12:02:35Z,29,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-20T12:31:29Z,2026-04-20T13:01:51Z,30,0.0,True
AS134739,AGBC-AS-AP AGB Communication Co.,2026-04-20T13:31:56Z,2026-04-20T14:01:47Z,29,0.0,True
AS152329,AKNCL-AS-AP Aon Kham Network Company Limited,2026-04-20T15:02:14Z,2026-04-20T15:32:07Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-20T15:15:27Z,2026-04-20T15:20:04Z,4,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-20T15:31:25Z,2026-04-20T16:01:53Z,30,0.0,True
AS150310,TMC-AS-AP Trustforce Myanmar Company Limited trading as Nationet,2026-04-20T15:32:21Z,2026-04-20T16:03:10Z,30,0.0,True
AS149660,HSCL-AS-AP Horizon Sources Company Limited,2026-04-20T16:02:14Z,2026-04-20T16:31:29Z,29,0.0,True
AS140091,SHWE-AS-AP SHWE MAHAR MAE KHONG INDUSTRIAL COMPANY LIMITED,2026-04-20T16:03:29Z,2026-04-20T16:32:16Z,28,0.0,True
AS152466,TLINKGROUP-AS-AP T-Link Group Company Limited,2026-04-20T16:04:05Z,2026-04-20T16:32:27Z,28,0.0,True
AS151965,HATG-AS-AP Hepta Alliance Technology Group,2026-04-20T16:04:10Z,2026-04-20T16:32:30Z,28,0.0,True
AS139804,REDPALM-AS-AP RED PALM COMPANY LIMITED,2026-04-20T17:01:50Z,2026-04-20T17:31:17Z,29,0.0,True
AS153777,MMC-AS-AP Mandalar Mandalay Company Limited,2026-04-20T17:02:35Z,2026-04-20T17:31:44Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-20T18:25:23Z,2026-04-20T18:31:40Z,6,0.0,True
AS151491,IQI-AS-AP Innovative Quality Internet Company Limited,2026-04-20T19:33:38Z,2026-04-20T20:03:10Z,29,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-20T20:03:03Z,2026-04-20T20:33:16Z,30,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-20T20:32:15Z,2026-04-20T21:01:41Z,29,0.0,True
AS139003,TELCOSPEEDCOLTD-AS-AP Telcospeed,2026-04-20T20:32:33Z,2026-04-20T21:01:44Z,29,0.0,True
AS132038,ROYALESPRIT-MM Royal Esprit Company Limited,2026-04-20T21:02:48Z,2026-04-20T21:32:51Z,30,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-20T21:25:10Z,2026-04-20T21:31:29Z,6,0.0,True
AS141216,GREATGOLDENHORSE-AS-AP GREAT GOLDEN HORSE COMPANY LIMITED,2026-04-20T22:02:38Z,2026-04-20T22:32:56Z,30,0.0,True
AS135300,MBTCL-AS-AP Myanmar Broadband Telecom Co.,2026-04-20T22:31:55Z,2026-04-20T23:01:16Z,29,0.0,True
AS133385,ATOMMYANMAR-AS-AP Atom Myanmar Limited,2026-04-21T00:02:00Z,2026-04-21T00:31:58Z,29,0.0,True
AS149487,MCLOCCL-AS-AP MOC COMPANY LIMITED,2026-04-21T00:03:12Z,2026-04-21T00:32:53Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-21T00:15:14Z,2026-04-21T00:20:15Z,5,0.0,True
AS152140,YSOMCL-AS-AP YAM Success of Myanmar Co.,2026-04-21T00:31:27Z,2026-04-21T01:01:18Z,29,0.0,True
AS139058,TACHILEIKNET-AS-AP TCL Net,2026-04-21T00:32:17Z,2026-04-21T01:02:07Z,29,0.0,True
AS18399,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-21T01:32:39Z,2026-04-21T02:02:49Z,30,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-21T01:45:24Z,2026-04-21T01:50:04Z,4,0.0,True
AS133433,ZPC-AS-AP ZOOM PLUS COMPANY LIMITED,2026-04-21T02:32:27Z,2026-04-21T03:02:20Z,29,0.0,True
AS140617,TPTNET-AS-AP THAN PHYO THU MINING COMPANY LIMITED,2026-04-21T04:03:02Z,2026-04-21T04:33:02Z,30,0.0,True
AS139704,AS-AGBC AGB Communication Co.,2026-04-21T04:33:59Z,2026-04-21T05:02:20Z,28,0.0,True
AS136177,YOMABANKLIMITED-AS-AP Yoma Bank Limited,2026-04-21T04:34:39Z,2026-04-21T05:02:31Z,27,0.0,True
AS135433,CGCL-AS-AP Connect Gateway Company Limited,2026-04-21T05:32:06Z,2026-04-21T06:01:54Z,29,0.0,True
AS140552,CBBANK-AS-AP Co-operative Bank Public Company Limited,2026-04-21T05:32:22Z,2026-04-21T06:01:55Z,29,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-21T06:02:29Z,2026-04-21T06:32:17Z,29,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-21T06:32:23Z,2026-04-21T07:02:07Z,29,0.0,True
AS137826,ASTCL-AS-AP AST SYSTEM TECHNOLOGY COMPANY LIMITED,2026-04-21T07:31:58Z,2026-04-21T08:01:33Z,29,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-21T07:33:14Z,2026-04-21T08:02:55Z,29,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-21T08:01:15Z,2026-04-21T08:31:11Z,29,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-21T08:32:30Z,2026-04-21T09:02:23Z,29,0.0,True
AS137861,MWT-AS-AP Myanmar World Distribution Telecommunication Company Limited,2026-04-21T09:01:36Z,2026-04-21T09:32:17Z,30,0.0,True
AS139849,ROYALESPRIT-AS-AP Royal Esprit Company Limited,2026-04-21T09:32:07Z,2026-04-21T10:01:20Z,29,0.0,True
AS149660,HSCL-AS-AP Horizon Sources Company Limited,2026-04-21T09:32:24Z,2026-04-21T10:01:32Z,29,0.0,True
AS151210,NCL-AS-AP NEXGENET COMPANY LIMITED,2026-04-21T09:32:31Z,2026-04-21T10:01:35Z,29,0.0,True
AS141216,GREATGOLDENHORSE-AS-AP GREAT GOLDEN HORSE COMPANY LIMITED,2026-04-21T09:33:52Z,2026-04-21T10:03:19Z,29,0.0,True
AS141236,MCDC-AS-AP Mandalay City Development Committee,2026-04-21T09:34:07Z,2026-04-21T10:03:27Z,29,0.0,True
AS135111,AML-AS-AP Asia Mega Link,2026-04-21T09:34:26Z,2026-04-21T10:03:36Z,29,0.0,True
AS18399,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-21T09:34:38Z,2026-04-21T10:03:42Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-21T10:02:09Z,2026-04-21T10:32:05Z,29,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-21T10:02:40Z,2026-04-21T10:32:22Z,29,0.0,True
AS151341,THENEXTSUCCESS-AS-AP The Next Success,2026-04-21T10:02:42Z,2026-04-21T10:32:23Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-21T10:15:20Z,2026-04-21T10:20:16Z,4,0.0,True
AS137955,MMIX-AS-AP Myanmar Internet Exchange,2026-04-21T10:32:01Z,2026-04-21T11:02:14Z,30,0.0,True
AS151342,EBECL-AS-AP East Boy Engineering Company Limited,2026-04-21T10:32:39Z,2026-04-21T11:02:41Z,30,0.0,True
