# generated_at: 2026-05-15T12:15:02Z, dataset_version: v202605151210, source: internetinmyanmar.com/data
asn,isp_name,started_at,ended_at,duration_minutes,min_visibility_pct,resolved
AS137955,MMIX-AS-AP Myanmar Internet Exchange,2026-04-13T17:32:19Z,2026-04-13T18:02:02Z,29,0.0,True
AS151783,ERU-AS-AP EASTERN ROYAL UNICOM ERU TECHNOLOGY COMPANY LIMITED,2026-04-13T17:32:19Z,2026-04-13T18:02:02Z,29,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-13T19:15:29Z,2026-04-13T19:20:32Z,5,0.0,True
AS149038,UCGCL-AS-AP UNIQUE COMM GROUP COMPANY LIMITED,2026-04-13T19:31:25Z,2026-04-14T03:31:15Z,479,0.353,True
AS151341,THENEXTSUCCESS-AS-AP The Next Success,2026-04-13T19:32:25Z,2026-04-13T20:02:03Z,29,0.0,True
AS150159,BDCL-AS-AP BRAINWAVE DATA COMPANY LIMITED,2026-04-13T20:31:37Z,2026-04-13T21:01:31Z,29,0.0,True
AS136177,YOMABANKLIMITED-AS-AP Yoma Bank Limited,2026-04-13T20:33:05Z,2026-04-13T21:02:53Z,29,0.0,True
AS150297,GMBECL-AS-AP Golden Myanmar Business Exchange Co. Ltd,2026-04-13T23:32:15Z,2026-04-14T00:02:03Z,29,0.0,True
AS152447,MMCL-AS-AP My Mandalay Company Limited,2026-04-14T03:32:36Z,2026-04-14T04:02:36Z,29,0.0,True
AS153998,MCBPCL-AS-AP Myanmar Citizens Bank Public Company Limited,2026-04-14T03:32:44Z,2026-04-14T04:02:38Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-14T04:01:51Z,2026-04-14T04:31:56Z,30,0.0,True
AS139704,AS-AGBC AGB Communication Co.,2026-04-14T04:03:15Z,2026-04-14T04:32:54Z,29,0.0,True
AS154481,TACHILEIK1-AS-AP Tachileik Jade Dragon Company Limited,2026-04-14T04:32:36Z,2026-04-14T05:02:12Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-14T06:15:24Z,2026-04-14T06:20:04Z,4,0.0,True
AS141216,GREATGOLDENHORSE-AS-AP GREAT GOLDEN HORSE COMPANY LIMITED,2026-04-14T07:03:19Z,2026-04-14T07:32:55Z,29,0.0,True
AS149660,HSCL-AS-AP Horizon Sources Company Limited,2026-04-14T07:31:45Z,2026-04-14T08:01:38Z,29,0.0,True
AS150692,GD2CL-AS-AP Golden Dragon 2000,2026-04-14T07:31:47Z,2026-04-14T08:01:41Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-14T08:02:04Z,2026-04-14T08:32:22Z,30,0.0,True
AS131322,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-14T08:02:07Z,2026-04-14T08:32:24Z,30,0.0,True
AS136210,ITSPECTRUM-AS-AP IT Spectrum Company Limited,2026-04-14T08:31:37Z,2026-04-14T09:01:07Z,29,0.0,True
AS132148,HTI-AS-AP HORIZON TELECOM INTERNATIONAL COMPANY LIMITED,2026-04-14T08:31:46Z,2026-04-14T09:01:12Z,29,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-14T08:34:01Z,2026-04-14T09:02:52Z,28,0.0,True
AS150153,AWSCL-AS-AP A W S MYANMAR COMPANY LIMITED,2026-04-14T09:31:47Z,2026-04-14T10:01:21Z,29,0.0,True
AS140552,CBBANK-AS-AP Co-operative Bank Public Company Limited,2026-04-14T09:32:55Z,2026-04-14T10:01:46Z,28,0.0,True
AS139051,AUNGGABAR-AS-AP AUNG GABAR COMPANY LIMITED,2026-04-14T09:33:09Z,2026-04-14T10:01:55Z,28,0.0,True
AS139620,MTNPCL-AS-AP MYANMAR TELECOMMUNICATION NETWORK PUBLIC COMPANY LIMITED,2026-04-14T09:33:26Z,2026-04-14T10:02:05Z,28,0.0,True
AS136613,AYEYARWADYBANK-AS-AP Ayeyarwady Bank,2026-04-14T09:34:07Z,2026-04-14T10:02:16Z,28,0.0,True
AS141236,MCDC-AS-AP Mandalay City Development Committee,2026-04-14T09:34:27Z,2026-04-14T10:02:18Z,27,0.0,True
AS138168,APN-AS-AP MyanmarAPN,2026-04-14T09:34:34Z,2026-04-14T10:02:21Z,27,0.0,True
AS136474,MGTL-AS-AP Marga Global Telecom Limited,2026-04-14T10:32:16Z,2026-04-14T11:01:51Z,29,0.0,True
AS153790,AMCL-AS-AP ADS Myanmar Company Limited,2026-04-14T12:02:23Z,2026-04-14T12:31:24Z,29,0.0,True
AS135405,TMHTTWTL-AS-AP WELINK,2026-04-14T12:02:48Z,2026-04-14T12:31:31Z,28,0.0,True
AS154020,SMMCL-AS-AP SAM MOUK MO Company Ltd,2026-04-14T12:03:58Z,2026-04-14T12:32:12Z,28,0.0,True
AS141236,MCDC-AS-AP Mandalay City Development Committee,2026-04-14T12:04:26Z,2026-04-14T12:32:16Z,27,0.0,True
AS150310,TMC-AS-AP Trustforce Myanmar Company Limited trading as Nationet,2026-04-14T13:02:30Z,2026-04-14T13:32:18Z,29,0.0,True
AS151341,THENEXTSUCCESS-AS-AP The Next Success,2026-04-14T13:02:46Z,2026-04-14T13:32:20Z,29,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-14T13:03:16Z,2026-04-14T13:32:32Z,29,0.0,True
AS136617,FTCL-AS-AP Fortune Telecom Company Limited,2026-04-14T13:03:37Z,2026-04-14T13:32:49Z,29,0.0,True
AS138166,MTATCL-AS-AP MaxxB Fiber Internet,2026-04-14T13:03:43Z,2026-04-14T13:32:55Z,29,0.0,True
AS132038,ROYALESPRIT-MM Royal Esprit Company Limited,2026-04-14T13:04:06Z,2026-04-14T13:33:03Z,28,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-14T15:01:05Z,2026-04-14T15:31:00Z,29,0.0,True
AS149521,FLC-AS-AP Fiber Life Internet,2026-04-14T15:01:06Z,2026-04-14T15:31:01Z,29,0.0,True
AS136210,ITSPECTRUM-AS-AP IT Spectrum Company Limited,2026-04-14T15:01:07Z,2026-04-14T15:31:03Z,29,0.0,True
AS139804,REDPALM-AS-AP RED PALM COMPANY LIMITED,2026-04-14T15:01:08Z,2026-04-14T15:31:03Z,29,0.0,True
AS136229,TCLC-AS-AP Treasure Chindwin Land Co.,2026-04-14T15:01:08Z,2026-04-14T15:31:04Z,29,0.0,True
AS137259,ILINK-AS-AP i-Link,2026-04-14T15:01:09Z,2026-04-14T15:31:04Z,29,0.0,True
AS139822,GNE-AS-MM GNE Company Limited,2026-04-14T15:01:10Z,2026-04-14T15:31:05Z,29,0.0,True
AS149038,UCGCL-AS-AP UNIQUE COMM GROUP COMPANY LIMITED,2026-04-14T15:01:10Z,2026-04-14T15:31:06Z,29,0.0,True
AS132148,HTI-AS-AP HORIZON TELECOM INTERNATIONAL COMPANY LIMITED,2026-04-14T15:01:11Z,2026-04-14T15:31:06Z,29,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-14T15:01:12Z,2026-04-14T15:31:07Z,29,0.0,True
AS134714,ETPCL-AS-AP Elite Telecom Public Company Limited,2026-04-14T15:01:13Z,2026-04-14T15:31:08Z,29,0.0,True
AS152634,WCCCOMPANYLIMITED-AS-AP Goal Link ISP,2026-04-14T15:01:13Z,2026-04-14T15:31:08Z,29,0.0,True
AS136919,FACE24COLTD-AS-AP FACE24 Co.,2026-04-14T15:01:55Z,2026-04-14T15:31:35Z,29,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-14T15:02:05Z,2026-04-14T15:15:21Z,13,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-14T15:02:19Z,2026-04-14T15:15:22Z,13,0.0,True
AS136613,AYEYARWADYBANK-AS-AP Ayeyarwady Bank,2026-04-14T15:02:55Z,2026-04-14T15:32:34Z,29,0.0,True
AS138167,TRUENET-AS-AP TrueNET,2026-04-14T15:03:03Z,2026-04-14T15:32:40Z,29,0.0,True
AS45558,MPT-MM-AS-AP MYANMA POSTS AND TELECOMMUNICATIONS,2026-04-14T15:03:34Z,2026-04-14T15:32:55Z,29,0.0,True
AS139620,MTNPCL-AS-AP MYANMAR TELECOMMUNICATION NETWORK PUBLIC COMPANY LIMITED,2026-04-14T15:32:23Z,2026-04-14T16:02:09Z,29,0.0,True
AS139711,KBZBANK-AS-AP KANBAWZA BANK LIMITED,2026-04-14T20:02:49Z,2026-04-14T20:32:30Z,29,0.0,True
AS137888,BCM-AS-AP Bee Connect Myanmar Co.,2026-04-14T21:01:38Z,2026-04-14T21:31:20Z,29,0.0,True
AS136474,MGTL-AS-AP Marga Global Telecom Limited,2026-04-14T22:32:26Z,2026-04-14T23:01:43Z,29,0.0,True
AS134976,MATL-AS-AP Myint & Associates Telecommunications Ltd,2026-04-15T00:02:39Z,2026-04-15T00:31:53Z,29,0.0,True
AS134736,NMCL-AS-AP NTT MYANMAR CO.,2026-04-15T02:31:23Z,2026-04-15T03:01:15Z,29,0.0,True
AS136789,LOTUS-AS-AP LOTUS MUDRA COMPANY LIMITED,2026-04-15T02:31:25Z,2026-04-15T03:01:17Z,29,0.0,True
AS137259,ILINK-AS-AP i-Link,2026-04-15T06:02:26Z,2026-04-15T06:32:01Z,29,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-15T06:31:57Z,2026-04-15T07:01:30Z,29,0.0,True
AS133384,GTCL-AS-AP Global Technology Co.,2026-04-15T06:32:59Z,2026-04-15T07:02:37Z,29,0.0,True
AS140552,CBBANK-AS-AP Co-operative Bank Public Company Limited,2026-04-15T06:33:20Z,2026-04-15T07:02:41Z,29,0.0,True
AS136975,GNET-AS-AP Global Technology,2026-04-15T06:33:46Z,2026-04-15T07:02:44Z,28,0.0,True
AS135111,AML-AS-AP Asia Mega Link,2026-04-15T06:34:44Z,2026-04-15T07:03:30Z,28,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-15T07:15:39Z,2026-04-15T07:20:06Z,4,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-15T07:33:39Z,2026-04-15T08:03:11Z,29,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-15T07:34:11Z,2026-04-15T08:03:35Z,29,0.0,True
AS63998,KMTCL-MM Kinetic Myanmar Technology,2026-04-15T07:34:49Z,2026-04-15T08:04:09Z,29,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-15T07:45:36Z,2026-04-15T07:50:04Z,4,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-15T08:03:26Z,2026-04-15T08:33:13Z,29,0.0,True
AS136465,INFORMATIONTECHNOLOGYCYBERSECURITY-AS-AP Dept. of Information Technology & Cyber Security,2026-04-15T09:02:53Z,2026-04-15T09:33:12Z,30,0.0,True
AS151826,FASTSPEED-AS-AP Fast Speed,2026-04-15T09:03:09Z,2026-04-15T09:33:13Z,30,0.0,True
AS151341,THENEXTSUCCESS-AS-AP The Next Success,2026-04-15T09:03:31Z,2026-04-15T09:33:18Z,29,0.0,True
AS135405,TMHTTWTL-AS-AP WELINK,2026-04-15T09:32:39Z,2026-04-15T10:33:32Z,60,0.0,True
AS135427,MYANMARNETWORK-AS-AP Myanmar Network Company Limited,2026-04-15T09:32:59Z,2026-04-15T10:03:22Z,30,0.0,True
AS141199,CLPC-AS-AP Century Link Plus,2026-04-15T09:34:00Z,2026-04-15T10:04:33Z,30,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-15T09:40:52Z,2026-04-15T09:45:10Z,4,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-15T10:01:46Z,2026-04-15T11:01:29Z,59,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-15T10:10:30Z,2026-04-15T10:15:09Z,4,0.0,True
AS149521,FLC-AS-AP Fiber Life Internet,2026-04-15T10:32:01Z,2026-04-15T11:01:22Z,29,0.0,True
AS139849,ROYALESPRIT-AS-AP Royal Esprit Company Limited,2026-04-15T10:32:51Z,2026-04-15T11:01:37Z,28,0.0,True
AS137891,BETHEFIRST-AS-AP Be The First,2026-04-15T10:33:19Z,2026-04-15T11:02:02Z,28,0.0,True
AS140552,CBBANK-AS-AP Co-operative Bank Public Company Limited,2026-04-15T10:33:59Z,2026-04-15T11:02:45Z,28,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-15T10:34:23Z,2026-04-15T11:03:04Z,28,0.0,True
AS141216,GREATGOLDENHORSE-AS-AP GREAT GOLDEN HORSE COMPANY LIMITED,2026-04-15T10:35:26Z,2026-04-15T11:35:08Z,59,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-15T10:35:45Z,2026-04-15T11:04:31Z,28,0.0,True
AS139051,AUNGGABAR-AS-AP AUNG GABAR COMPANY LIMITED,2026-04-15T11:03:20Z,2026-04-15T11:34:13Z,30,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-15T11:04:05Z,2026-04-15T11:35:06Z,31,0.0,True
AS151606,MSPACL-AS-AP MYANMAR SHWE PYI AYE COMPANY LIMITED,2026-04-15T11:32:48Z,2026-04-15T12:01:18Z,28,0.0,True
AS139849,ROYALESPRIT-AS-AP Royal Esprit Company Limited,2026-04-15T11:33:06Z,2026-04-15T12:01:22Z,28,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-15T11:34:12Z,2026-04-15T12:03:33Z,29,0.0,True
AS152466,TLINKGROUP-AS-AP T-Link Group Company Limited,2026-04-15T11:34:54Z,2026-04-15T12:04:12Z,29,0.0,True
AS139692,CHEN-AS-AP CHEN GUANG COMPANY LIMITED,2026-04-15T11:35:29Z,2026-04-15T12:04:23Z,28,0.0,True
AS134736,NMCL-AS-AP NTT MYANMAR CO.,2026-04-15T12:01:53Z,2026-04-15T12:32:27Z,30,0.0,True
AS131322,YTCL-AS-AP Yatanarpon Teleport Company Limited,2026-04-15T12:03:09Z,2026-04-15T12:32:55Z,29,0.0,True
AS139620,MTNPCL-AS-AP MYANMAR TELECOMMUNICATION NETWORK PUBLIC COMPANY LIMITED,2026-04-15T12:04:03Z,2026-04-15T12:33:48Z,29,0.0,True
AS133440,STIGW-AS-AP ST.Net,2026-04-15T12:33:45Z,2026-04-15T13:03:15Z,29,0.0,True
AS134714,ETPCL-AS-AP Elite Telecom Public Company Limited,2026-04-15T13:02:22Z,2026-04-15T13:32:17Z,29,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-15T13:15:36Z,2026-04-15T13:25:11Z,9,0.0,True
AS149038,UCGCL-AS-AP UNIQUE COMM GROUP COMPANY LIMITED,2026-04-15T13:32:14Z,2026-04-15T21:31:04Z,478,0.255,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-15T13:45:30Z,2026-04-15T13:50:04Z,4,0.0,True
AS137861,MWT-AS-AP Myanmar World Distribution Telecommunication Company Limited,2026-04-15T14:02:59Z,2026-04-15T14:31:51Z,28,0.0,True
AS152140,YSOMCL-AS-AP YAM Success of Myanmar Co.,2026-04-15T15:02:52Z,2026-04-15T15:33:05Z,30,0.0,True
AS134736,NMCL-AS-AP NTT MYANMAR CO.,2026-04-15T15:03:08Z,2026-04-15T15:33:07Z,29,0.0,True
AS137424,ISMC-AS-AP Integral Solutions Myanmar Co.,2026-04-15T15:03:43Z,2026-04-15T15:33:32Z,29,0.0,True
AS133524,GTCL-AS-AP Global Technology Co.,2026-04-15T15:04:58Z,2026-04-15T15:35:10Z,30,0.0,True
AS135149,MTGCL-AS-AP Myanmar Technology Gateway Co.,2026-04-15T15:05:58Z,2026-04-15T15:36:07Z,30,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-15T15:32:19Z,2026-04-15T16:02:05Z,29,0.0,True
AS136229,TCLC-AS-AP Treasure Chindwin Land Co.,2026-04-15T15:32:38Z,2026-04-15T16:02:10Z,29,0.0,True
AS136780,MIHL-AS-AP MYANMAR INFORMATION HIGHWAY LIMITED,2026-04-15T15:33:05Z,2026-04-15T16:02:18Z,29,0.0,True
AS137826,ASTCL-AS-AP AST SYSTEM TECHNOLOGY COMPANY LIMITED,2026-04-15T15:33:14Z,2026-04-15T16:02:29Z,29,0.0,True
AS151783,ERU-AS-AP EASTERN ROYAL UNICOM ERU TECHNOLOGY COMPANY LIMITED,2026-04-15T15:33:49Z,2026-04-15T16:02:46Z,28,0.0,True
AS150297,GMBECL-AS-AP Golden Myanmar Business Exchange Co. Ltd,2026-04-15T15:34:36Z,2026-04-15T16:03:41Z,29,0.0,True
AS141216,GREATGOLDENHORSE-AS-AP GREAT GOLDEN HORSE COMPANY LIMITED,2026-04-15T15:35:20Z,2026-04-15T16:04:10Z,28,0.0,True
AS136613,AYEYARWADYBANK-AS-AP Ayeyarwady Bank,2026-04-15T15:35:38Z,2026-04-15T16:04:12Z,28,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-15T16:30:36Z,2026-04-15T16:35:04Z,4,0.0,True
AS132100,MSN-AS-AP Myanmar Speed Net Co.,2026-04-15T17:02:00Z,2026-04-15T17:31:24Z,29,0.0,True
AS142126,SCSKMYANMARLTD-AS SCSK Myanmar Ltd,2026-04-15T17:03:23Z,2026-04-15T17:34:01Z,30,0.0,True
AS139058,TACHILEIKNET-AS-AP TCL Net,2026-04-15T17:03:39Z,2026-04-15T17:34:02Z,30,0.0,True
AS149487,MCLOCCL-AS-AP MOC COMPANY LIMITED,2026-04-15T17:04:50Z,2026-04-15T17:34:58Z,30,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-15T17:25:21Z,2026-04-15T17:33:58Z,8,0.0,True
AS132686,ACS-AS-AP Amara Communications,2026-04-15T17:31:55Z,2026-04-15T18:01:58Z,30,0.0,True
AS141015,MYANMARLINK-AS-AP Myanmar Link Telecommunication Ltd,2026-04-15T17:32:58Z,2026-04-15T18:03:00Z,30,0.0,True
AS151802,FSAS-AS-MM FIND SOLUTION AND SERVICES CO.,2026-04-15T17:33:28Z,2026-04-15T18:03:17Z,29,0.0,True
AS151826,FASTSPEED-AS-AP Fast Speed,2026-04-15T17:33:55Z,2026-04-15T18:03:32Z,29,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-15T17:45:32Z,2026-04-15T17:50:04Z,4,0.0,True
AS135307,GTMH-AS-AP Golden TMH Telecom Co. Ltd,2026-04-15T18:02:25Z,2026-04-15T18:31:52Z,29,0.0,True
AS150721,ANCL-AS-AP ARAKHA NET,2026-04-15T18:02:56Z,2026-04-15T18:31:59Z,29,0.0,True
AS154020,SMMCL-AS-AP SAM MOUK MO Company Ltd,2026-04-15T18:04:18Z,2026-04-15T18:32:47Z,28,0.0,True
AS136210,ITSPECTRUM-AS-AP IT Spectrum Company Limited,2026-04-15T19:01:41Z,2026-04-15T19:31:07Z,29,0.0,True
AS136255,TIMCL-AS-AP Telecom International Myanmar Co.,2026-04-15T19:02:03Z,2026-04-15T19:31:14Z,29,0.0,True
AS150797,GCL-AS-AP GIGA-NET,2026-04-15T19:03:23Z,2026-04-15T19:32:10Z,28,0.0,True
AS134840,MCCL-AS-AP Myanmar Country Co.,2026-04-15T19:31:50Z,2026-04-15T20:01:23Z,29,0.0,True
AS139051,AUNGGABAR-AS-AP AUNG GABAR COMPANY LIMITED,2026-04-15T19:32:18Z,2026-04-15T20:01:48Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-15T20:32:10Z,2026-04-15T21:01:46Z,29,0.0,True
AS139804,REDPALM-AS-AP RED PALM COMPANY LIMITED,2026-04-15T22:01:19Z,2026-04-15T22:31:13Z,29,0.0,True
AS135371,FORTUNEINTERNATIONAL-AS-AP Fortune Broadband,2026-04-15T22:31:44Z,2026-04-15T23:01:53Z,30,0.0,True
AS139206,PAMEL-AS-AP Pan Asia Majestic Eagle Ltd,2026-04-15T23:03:13Z,2026-04-15T23:32:47Z,29,0.0,True
AS153549,MTC-AS-AP MUI Technology Company Limited,2026-04-15T23:03:14Z,2026-04-15T23:32:48Z,29,0.0,True
AS135149,MTGCL-AS-AP Myanmar Technology Gateway Co.,2026-04-15T23:03:23Z,2026-04-15T23:32:56Z,29,0.0,True
AS149487,MCLOCCL-AS-AP MOC COMPANY LIMITED,2026-04-15T23:03:23Z,2026-04-16T00:02:53Z,59,0.0,True
AS45558,MPT-MM-AS-AP MYANMA POSTS AND TELECOMMUNICATIONS,2026-04-15T23:03:25Z,2026-04-15T23:33:13Z,29,0.0,True
AS137069,PICME-AS-AP POSCO INTERNATIONAL CORPORATION MYANMAR E&P OFFICE,2026-04-16T00:32:46Z,2026-04-16T01:01:58Z,29,0.0,True
AS132344,STMCL-AS-AP SEANET,2026-04-16T03:32:33Z,2026-04-16T04:01:49Z,29,0.0,True
AS133385,ATOMMYANMAR-AS-AP Atom Myanmar Limited,2026-04-16T03:33:00Z,2026-04-16T04:01:57Z,28,0.0,True
AS139704,AS-AGBC AGB Communication Co.,2026-04-16T04:32:47Z,2026-04-16T05:02:27Z,29,0.0,True
AS139595,HTIN-AS-AP HTIN HTIN NETWORK COMPANY LIMITED,2026-04-16T07:02:45Z,2026-04-16T07:32:04Z,29,0.0,True
AS139051,AUNGGABAR-AS-AP AUNG GABAR COMPANY LIMITED,2026-04-16T08:32:54Z,2026-04-16T09:33:27Z,60,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-16T08:45:21Z,2026-04-16T08:50:04Z,4,0.0,True
AS141704,GALAXIANET-AS-AP Galaxia @ Net,2026-04-16T09:02:45Z,2026-04-16T09:33:43Z,30,0.0,True
AS134105,STLMC-AS-AP Shwe Than Lwin Media Co.,2026-04-16T09:03:14Z,2026-04-16T09:34:06Z,30,0.0,True
AS133385,ATOMMYANMAR-AS-AP Atom Myanmar Limited,2026-04-16T09:33:00Z,2026-04-16T10:02:09Z,29,0.0,True
AS135371,FORTUNEINTERNATIONAL-AS-AP Fortune Broadband,2026-04-16T10:01:55Z,2026-04-16T10:32:06Z,30,0.0,True
AS152466,TLINKGROUP-AS-AP T-Link Group Company Limited,2026-04-16T10:33:13Z,2026-04-16T11:32:52Z,59,0.0,True
AS137259,ILINK-AS-AP i-Link,2026-04-16T11:01:31Z,2026-04-16T11:31:09Z,29,0.0,True
AS134714,ETPCL-AS-AP Elite Telecom Public Company Limited,2026-04-16T11:01:40Z,2026-04-16T11:31:12Z,29,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-16T11:32:30Z,2026-04-16T12:03:45Z,31,0.0,True
AS154481,TACHILEIK1-AS-AP Tachileik Jade Dragon Company Limited,2026-04-16T11:32:48Z,2026-04-16T12:32:21Z,59,0.0,True
AS150297,GMBECL-AS-AP Golden Myanmar Business Exchange Co. Ltd,2026-04-16T12:03:30Z,2026-04-16T12:32:02Z,28,0.0,True
AS138167,TRUENET-AS-AP TrueNET,2026-04-16T12:04:29Z,2026-04-16T12:32:36Z,28,0.0,True
AS149810,ACL-AS-AP AnyNet,2026-04-16T13:02:42Z,2026-04-16T13:32:57Z,30,0.0,True
AS134739,AGBC-AS-AP AGB Communication Co.,2026-04-16T13:31:55Z,2026-04-16T14:01:55Z,30,0.0,True
AS154020,SMMCL-AS-AP SAM MOUK MO Company Ltd,2026-04-16T14:04:12Z,2026-04-16T14:33:55Z,29,0.0,True
AS136613,AYEYARWADYBANK-AS-AP Ayeyarwady Bank,2026-04-16T14:04:18Z,2026-04-16T14:33:56Z,29,0.0,True
AS139692,CHEN-AS-AP CHEN GUANG COMPANY LIMITED,2026-04-16T14:04:23Z,2026-04-16T14:33:58Z,29,0.0,True
AS138168,APN-AS-AP MyanmarAPN,2026-04-16T14:04:45Z,2026-04-16T14:34:06Z,29,0.0,True
AS137891,BETHEFIRST-AS-AP Be The First,2026-04-16T14:32:25Z,2026-04-16T15:01:29Z,29,0.0,True
AS153777,MMC-AS-AP Mandalar Mandalay Company Limited,2026-04-16T14:32:42Z,2026-04-16T15:01:31Z,28,0.0,True
AS132167,U9-MM Nine Communications Company Limited,2026-04-16T14:40:35Z,2026-04-16T14:50:04Z,9,0.0,True
AS58952,FRONTIIRCOLTD-MM Frontiir Co. Ltd,2026-04-16T14:45:07Z,2026-04-16T14:50:04Z,4,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-16T14:45:08Z,2026-04-16T14:50:05Z,4,0.0,True
AS136480,MMUNILINK-AS-AP Myanmar Unilink Communication Company Limited,2026-04-16T14:45:09Z,2026-04-16T14:50:05Z,4,0.0,True
AS134976,MATL-AS-AP Myint & Associates Telecommunications Ltd,2026-04-16T15:02:15Z,2026-04-16T15:32:39Z,30,0.0,True
AS132038,ROYALESPRIT-MM Royal Esprit Company Limited,2026-04-16T15:03:08Z,2026-04-16T15:33:24Z,30,0.0,True
AS136210,ITSPECTRUM-AS-AP IT Spectrum Company Limited,2026-04-16T16:01:14Z,2026-04-16T16:31:14Z,30,0.0,True
AS134739,AGBC-AS-AP AGB Communication Co.,2026-04-16T16:01:50Z,2026-04-16T16:31:36Z,29,0.0,True
AS138158,SPAL-AS-AP Serge Pun & Associate Myanmar Ltd.,2026-04-16T16:33:22Z,2026-04-16T17:02:50Z,29,0.0,True
AS136780,MIHL-AS-AP MYANMAR INFORMATION HIGHWAY LIMITED,2026-04-16T17:01:38Z,2026-04-16T17:31:33Z,29,0.0,True
AS136919,FACE24COLTD-AS-AP FACE24 Co.,2026-04-16T17:02:02Z,2026-04-16T17:31:54Z,29,0.0,True
AS152447,MMCL-AS-AP My Mandalay Company Limited,2026-04-16T17:33:00Z,2026-04-16T18:02:20Z,29,0.0,True
AS138168,APN-AS-AP MyanmarAPN,2026-04-16T18:02:43Z,2026-04-16T18:32:47Z,30,0.0,True
AS132686,ACS-AS-AP Amara Communications,2026-04-16T18:31:32Z,2026-04-16T19:01:23Z,29,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-16T19:32:14Z,2026-04-16T20:02:13Z,29,0.0,True
AS152466,TLINKGROUP-AS-AP T-Link Group Company Limited,2026-04-16T19:33:06Z,2026-04-16T20:02:34Z,29,0.0,True
AS136168,CAMPANA-AS-AP Campana MYTHIC Co. Ltd.,2026-04-16T19:33:46Z,2026-04-16T20:02:59Z,29,0.0,True
AS9988,MPT-AP Myanma Posts and Telecommunications,2026-04-16T20:25:29Z,2026-04-16T20:32:28Z,6,0.0,True
AS140617,TPTNET-AS-AP THAN PHYO THU MINING COMPANY LIMITED,2026-04-16T22:02:38Z,2026-04-16T22:32:46Z,30,0.0,True
AS134484,VDCNET-AS-AP Ultra Net,2026-04-16T22:02:39Z,2026-04-16T22:32:51Z,30,0.0,True
AS138166,MTATCL-AS-AP MaxxB Fiber Internet,2026-04-16T22:33:30Z,2026-04-16T23:02:41Z,29,0.0,True
AS151491,IQI-AS-AP Innovative Quality Internet Company Limited,2026-04-16T22:33:40Z,2026-04-16T23:02:58Z,29,0.0,True
AS135300,MBTCL-AS-AP Myanmar Broadband Telecom Co.,2026-04-16T23:31:59Z,2026-04-17T00:01:37Z,29,0.0,True
AS136474,MGTL-AS-AP Marga Global Telecom Limited,2026-04-17T01:02:52Z,2026-04-17T01:32:20Z,29,0.0,True
AS150309,ERSTCL-AS-AP E R S TECHNOLOGY,2026-04-17T01:02:59Z,2026-04-17T01:32:22Z,29,0.0,True
